Vertex: node:53213, PageRank: 7.573152717631948E-4
Vertex: node:14763, PageRank: 3.231398986630108E-5
Vertex: node:47315, PageRank: 3.231398986630108E-5
Vertex: node:13748, PageRank: 3.231095405747508E-5
Vertex: node:14884, PageRank: 3.2306589007762606E-5
Vertex: node:115439, PageRank: 3.228505832807921E-5
Vertex: node:98940, PageRank: 3.227479390808846E-5
Vertex: node:123437, PageRank: 3.2271970322070546E-5
Vertex: node:84823, PageRank: 3.227025259658941E-5
Vertex: node:104318, PageRank: 3.22690092400057E-5
Vertex: node:39378, PageRank: 3.22454086836E-5
Vertex: node:113086, PageRank: 3.22431735551492E-5
Vertex: node:90408, PageRank: 3.224236577636863E-5
Vertex: node:20218, PageRank: 3.2239849834604646E-5
Vertex: node:118328, PageRank: 3.2236688766036956E-5
Vertex: node:72640, PageRank: 3.223176847725439E-5
Vertex: node:58068, PageRank: 3.2230004676662765E-5
Vertex: node:100106, PageRank: 3.222893596055592E-5
Vertex: node:103028, PageRank: 3.222400956822067E-5
Vertex: node:106894, PageRank: 3.222400956822067E-5
Vertex: node:11198, PageRank: 3.222400956822067E-5
Vertex: node:71138, PageRank: 3.220682298757885E-5
Vertex: node:56389, PageRank: 3.220657181293061E-5
Vertex: node:83094, PageRank: 3.220657181293061E-5
Vertex: node:17279, PageRank: 3.2199211491986875E-5
Vertex: node:4465, PageRank: 3.2199211491986875E-5
Vertex: node:88930, PageRank: 3.219559106019443E-5
Vertex: node:90637, PageRank: 3.219559106019443E-5
Vertex: node:105967, PageRank: 3.218663479476561E-5
Vertex: node:116215, PageRank: 3.218663479476561E-5
Vertex: node:70367, PageRank: 3.218663479476561E-5
Vertex: node:62825, PageRank: 3.218523541607563E-5
Vertex: node:80752, PageRank: 3.2185032501156495E-5
Vertex: node:80527, PageRank: 3.21736840654341E-5
Vertex: node:94291, PageRank: 3.21736840654341E-5
Vertex: node:31098, PageRank: 3.2173126150212663E-5
Vertex: node:65841, PageRank: 3.2173126150212663E-5
Vertex: node:112737, PageRank: 3.217312615021266E-5
Vertex: node:91523, PageRank: 3.2171090970297E-5
Vertex: node:102698, PageRank: 3.217064899465947E-5
Vertex: node:69202, PageRank: 3.2170058672781665E-5
Vertex: node:103837, PageRank: 3.2163308720984686E-5
Vertex: node:25206, PageRank: 3.2163308720984686E-5
Vertex: node:98780, PageRank: 3.215889309600218E-5
Vertex: node:123798, PageRank: 3.2147870251998315E-5
Vertex: node:87340, PageRank: 3.2142239730659184E-5
Vertex: node:121630, PageRank: 3.213006882025775E-5
Vertex: node:101323, PageRank: 3.212334518055761E-5
Vertex: node:129359, PageRank: 3.212334518055761E-5
Vertex: node:25213, PageRank: 3.212334518055761E-5
Vertex: node:37697, PageRank: 3.212334518055761E-5
Vertex: node:46150, PageRank: 3.2120462274376036E-5
Vertex: node:57181, PageRank: 3.2120462274376036E-5
Vertex: node:85741, PageRank: 3.2120462274376036E-5
Vertex: node:27902, PageRank: 3.211845090042546E-5
Vertex: node:85113, PageRank: 3.211845090042546E-5
Vertex: node:49364, PageRank: 3.211430835558339E-5
Vertex: node:131323, PageRank: 3.210404143987487E-5
Vertex: node:59697, PageRank: 3.210404143987487E-5
Vertex: node:90025, PageRank: 3.210342287168689E-5
Vertex: node:89117, PageRank: 3.209928280485197E-5
Vertex: node:94562, PageRank: 3.209577419862711E-5
Vertex: node:80095, PageRank: 3.2089080268767724E-5
Vertex: node:131527, PageRank: 3.207494299644959E-5
Vertex: node:128035, PageRank: 3.2071594376063835E-5
Vertex: node:18247, PageRank: 3.206843450605803E-5
Vertex: node:65213, PageRank: 3.2063231959584334E-5
Vertex: node:3768, PageRank: 3.205948485408569E-5
Vertex: node:25831, PageRank: 3.205308239855353E-5
Vertex: node:13034, PageRank: 3.204844614434006E-5
Vertex: node:109272, PageRank: 3.2039774510039446E-5
Vertex: node:52993, PageRank: 3.2037683093661874E-5
Vertex: node:129208, PageRank: 3.2033305599529274E-5
Vertex: node:100029, PageRank: 3.203211316565829E-5
Vertex: node:68739, PageRank: 3.2032010376838455E-5
Vertex: node:18666, PageRank: 3.203008491216927E-5
Vertex: node:37656, PageRank: 3.203008491216927E-5
Vertex: node:75762, PageRank: 3.203008491216927E-5
Vertex: node:33921, PageRank: 3.202570226772644E-5
Vertex: node:32379, PageRank: 3.2021286531576844E-5
Vertex: node:3510, PageRank: 3.2020902768763744E-5
Vertex: node:34881, PageRank: 3.20207284109105E-5
Vertex: node:98952, PageRank: 3.201595053090568E-5
Vertex: node:70480, PageRank: 3.201250513840552E-5
Vertex: node:56042, PageRank: 3.201056025086028E-5
Vertex: node:49147, PageRank: 3.2008007007795165E-5
Vertex: node:74302, PageRank: 3.199477491881369E-5
Vertex: node:20797, PageRank: 3.199460408652997E-5
Vertex: node:27796, PageRank: 3.1991512817261657E-5
Vertex: node:107884, PageRank: 3.197442164433612E-5
Vertex: node:39960, PageRank: 3.197263486241536E-5
Vertex: node:91328, PageRank: 3.197182670931882E-5
Vertex: node:70729, PageRank: 3.1963946796517745E-5
Vertex: node:47895, PageRank: 3.196094006097931E-5
Vertex: node:13181, PageRank: 3.1948015465484084E-5
Vertex: node:72634, PageRank: 3.194732824729282E-5
Vertex: node:93627, PageRank: 3.194178256304393E-5
Vertex: node:38645, PageRank: 3.1920235339916716E-5
Vertex: node:8777, PageRank: 3.191781646005662E-5
Vertex: node:5745, PageRank: 3.191616063620759E-5
Vertex: node:114635, PageRank: 3.1913454369283874E-5
Vertex: node:22560, PageRank: 3.191302981691368E-5
Vertex: node:61789, PageRank: 3.19115206183247E-5
Vertex: node:103461, PageRank: 3.191108759872692E-5
Vertex: node:17263, PageRank: 3.191091473252804E-5
Vertex: node:117359, PageRank: 3.190318180418586E-5
Vertex: node:110303, PageRank: 3.190247597075466E-5
Vertex: node:128856, PageRank: 3.1893140240117656E-5
Vertex: node:35957, PageRank: 3.1893140240117656E-5
Vertex: node:92960, PageRank: 3.18916175677184E-5
Vertex: node:78920, PageRank: 3.187910819253647E-5
Vertex: node:60618, PageRank: 3.187676839003864E-5
Vertex: node:44340, PageRank: 3.187494146699825E-5
Vertex: node:127200, PageRank: 3.1873633736755013E-5
Vertex: node:93032, PageRank: 3.186513301550961E-5
Vertex: node:84332, PageRank: 3.1863251446631565E-5
Vertex: node:132104, PageRank: 3.1858026067355535E-5
Vertex: node:131594, PageRank: 3.1857628203724646E-5
Vertex: node:57434, PageRank: 3.185147525712669E-5
Vertex: node:13175, PageRank: 3.1846308065048494E-5
Vertex: node:23457, PageRank: 3.1840204112444964E-5
Vertex: node:131593, PageRank: 3.183258106284084E-5
Vertex: node:26909, PageRank: 3.183258106284084E-5
Vertex: node:89646, PageRank: 3.183258106284084E-5
Vertex: node:101903, PageRank: 3.182836672916216E-5
Vertex: node:15646, PageRank: 3.182189550352283E-5
Vertex: node:115361, PageRank: 3.182118384098539E-5
Vertex: node:70142, PageRank: 3.181296861610217E-5
Vertex: node:71719, PageRank: 3.181159504287775E-5
Vertex: node:89821, PageRank: 3.181159504287775E-5
Vertex: node:72750, PageRank: 3.1807913383203384E-5
Vertex: node:80187, PageRank: 3.1801162100742676E-5
Vertex: node:117259, PageRank: 3.179881088810148E-5
Vertex: node:42149, PageRank: 3.179440493345693E-5
Vertex: node:48642, PageRank: 3.17881543605054E-5
Vertex: node:24897, PageRank: 3.1785223350295264E-5
Vertex: node:87168, PageRank: 3.178470978906841E-5
Vertex: node:101334, PageRank: 3.178455616255516E-5
Vertex: node:25115, PageRank: 3.178455616255516E-5
Vertex: node:30132, PageRank: 3.178455616255516E-5
Vertex: node:45675, PageRank: 3.1776357153378136E-5
Vertex: node:64081, PageRank: 3.177098192159606E-5
Vertex: node:31397, PageRank: 3.1761155837019914E-5
Vertex: node:102731, PageRank: 3.1760147047838784E-5
Vertex: node:128985, PageRank: 3.1759546629521384E-5
Vertex: node:12050, PageRank: 3.1758699685845046E-5
Vertex: node:14093, PageRank: 3.174511121844052E-5
Vertex: node:5228, PageRank: 3.1743647698758536E-5
Vertex: node:10771, PageRank: 3.174266590183107E-5
Vertex: node:97607, PageRank: 3.1742069231223844E-5
Vertex: node:65170, PageRank: 3.1737169360684254E-5
Vertex: node:113910, PageRank: 3.1736536230582076E-5
Vertex: node:108754, PageRank: 3.1735978192285724E-5
Vertex: node:18443, PageRank: 3.1735978192285724E-5
Vertex: node:51196, PageRank: 3.1729668716573585E-5
Vertex: node:78002, PageRank: 3.172804346771129E-5
Vertex: node:107034, PageRank: 3.172256358981045E-5
Vertex: node:120559, PageRank: 3.172256358981045E-5
Vertex: node:133277, PageRank: 3.172256358981045E-5
Vertex: node:92559, PageRank: 3.172252029442707E-5
Vertex: node:14009, PageRank: 3.171704808552114E-5
Vertex: node:4874, PageRank: 3.171133670912947E-5
Vertex: node:76111, PageRank: 3.170447470686939E-5
Vertex: node:122394, PageRank: 3.169146138204819E-5
Vertex: node:91702, PageRank: 3.168862534991306E-5
Vertex: node:92194, PageRank: 3.168709014385459E-5
Vertex: node:62430, PageRank: 3.168588509898626E-5
Vertex: node:107731, PageRank: 3.168200212188241E-5
Vertex: node:114623, PageRank: 3.168151260695735E-5
Vertex: node:40443, PageRank: 3.168151260695735E-5
Vertex: node:30829, PageRank: 3.168137065612993E-5
Vertex: node:40740, PageRank: 3.168137065612993E-5
Vertex: node:69885, PageRank: 3.16797176945044E-5
Vertex: node:35073, PageRank: 3.167805130502595E-5
Vertex: node:39343, PageRank: 3.167306595417256E-5
Vertex: node:18399, PageRank: 3.16712455893687E-5
Vertex: node:23219, PageRank: 3.16712455893687E-5
Vertex: node:65116, PageRank: 3.16712455893687E-5
Vertex: node:16540, PageRank: 3.166115534287472E-5
Vertex: node:16078, PageRank: 3.166024024568927E-5
Vertex: node:27815, PageRank: 3.165757389581246E-5
Vertex: node:41161, PageRank: 3.1654811191300925E-5
Vertex: node:120103, PageRank: 3.1653099130070285E-5
Vertex: node:9565, PageRank: 3.164869951861528E-5
Vertex: node:98441, PageRank: 3.164869951861528E-5
Vertex: node:118065, PageRank: 3.164865798912906E-5
Vertex: node:69448, PageRank: 3.164785550916818E-5
Vertex: node:118516, PageRank: 3.1640723452506494E-5
Vertex: node:92125, PageRank: 3.163981038195125E-5
Vertex: node:101672, PageRank: 3.163935291334363E-5
Vertex: node:13624, PageRank: 3.163935291334363E-5
Vertex: node:18229, PageRank: 3.163935291334363E-5
Vertex: node:21368, PageRank: 3.163935291334363E-5
Vertex: node:40848, PageRank: 3.163935291334363E-5
Vertex: node:76894, PageRank: 3.163935291334363E-5
Vertex: node:129856, PageRank: 3.163669436783311E-5
Vertex: node:51545, PageRank: 3.163669436783311E-5
Vertex: node:39371, PageRank: 3.162791738662671E-5
Vertex: node:32078, PageRank: 3.1621177255236606E-5
Vertex: node:20872, PageRank: 3.161733192728924E-5
Vertex: node:28063, PageRank: 3.1611016239809586E-5
Vertex: node:3680, PageRank: 3.160757400741304E-5
Vertex: node:122755, PageRank: 3.1603129746124986E-5
Vertex: node:97847, PageRank: 3.158208443928765E-5
Vertex: node:104850, PageRank: 3.158055420720212E-5
Vertex: node:23265, PageRank: 3.156791234640554E-5
Vertex: node:122741, PageRank: 3.156600451233548E-5
Vertex: node:15770, PageRank: 3.156600451233548E-5
Vertex: node:81415, PageRank: 3.156600451233548E-5
Vertex: node:55425, PageRank: 3.156476668983411E-5
Vertex: node:90625, PageRank: 3.155851693403674E-5
Vertex: node:97391, PageRank: 3.155851693403674E-5
Vertex: node:70762, PageRank: 3.154591183012083E-5
Vertex: node:55331, PageRank: 3.1545010332825596E-5
Vertex: node:26310, PageRank: 3.1542100468944576E-5
Vertex: node:118193, PageRank: 3.153344676633932E-5
Vertex: node:54212, PageRank: 3.153183766108101E-5
Vertex: node:13025, PageRank: 3.152481741127331E-5
Vertex: node:18255, PageRank: 3.152322514886535E-5
Vertex: node:70485, PageRank: 3.15231201534848E-5
Vertex: node:58872, PageRank: 3.152194225572765E-5
Vertex: node:82897, PageRank: 3.1521665447187024E-5
Vertex: node:92237, PageRank: 3.1521665447187024E-5
Vertex: node:39446, PageRank: 3.1511058720077964E-5
Vertex: node:56206, PageRank: 3.150896832142963E-5
Vertex: node:125058, PageRank: 3.149260052835473E-5
Vertex: node:129417, PageRank: 3.148734099736297E-5
Vertex: node:55358, PageRank: 3.148734099736297E-5
Vertex: node:106921, PageRank: 3.14818904823611E-5
Vertex: node:74654, PageRank: 3.14818904823611E-5
Vertex: node:44880, PageRank: 3.14811237659707E-5
Vertex: node:101385, PageRank: 3.1478082726924655E-5
Vertex: node:125006, PageRank: 3.147687255174061E-5
Vertex: node:68809, PageRank: 3.147687255174061E-5
Vertex: node:120961, PageRank: 3.1470545665883696E-5
Vertex: node:85909, PageRank: 3.1470545665883696E-5
Vertex: node:89110, PageRank: 3.1470545665883696E-5
Vertex: node:114532, PageRank: 3.1469207975317665E-5
Vertex: node:120697, PageRank: 3.1451977779637836E-5
Vertex: node:11478, PageRank: 3.14499748465432E-5
Vertex: node:19023, PageRank: 3.144945990840259E-5
Vertex: node:114848, PageRank: 3.1449437658190135E-5
Vertex: node:130784, PageRank: 3.144756815305796E-5
Vertex: node:98761, PageRank: 3.1444041118796376E-5
Vertex: node:108261, PageRank: 3.1440739591928374E-5
Vertex: node:109365, PageRank: 3.1439724943557755E-5
Vertex: node:130682, PageRank: 3.1439724943557755E-5
Vertex: node:82072, PageRank: 3.1439724943557755E-5
Vertex: node:52320, PageRank: 3.143855715613795E-5
Vertex: node:4378, PageRank: 3.143581739201624E-5
Vertex: node:97608, PageRank: 3.143581739201624E-5
Vertex: node:126100, PageRank: 3.1433125814655524E-5
Vertex: node:36604, PageRank: 3.142730662225064E-5
Vertex: node:42065, PageRank: 3.142609237891726E-5
Vertex: node:85750, PageRank: 3.142609237891726E-5
Vertex: node:39443, PageRank: 3.1414561896739384E-5
Vertex: node:19479, PageRank: 3.141299900121729E-5
Vertex: node:98771, PageRank: 3.140221631418192E-5
Vertex: node:1509, PageRank: 3.1391896724424456E-5
Vertex: node:5668, PageRank: 3.137861762899477E-5
Vertex: node:99258, PageRank: 3.137861762899477E-5
Vertex: node:22378, PageRank: 3.137732104366529E-5
Vertex: node:56718, PageRank: 3.137323518261343E-5
Vertex: node:100476, PageRank: 3.137322438977454E-5
Vertex: node:108547, PageRank: 3.13730064515442E-5
Vertex: node:496, PageRank: 3.136942537716633E-5
Vertex: node:124620, PageRank: 3.1364178569541064E-5
Vertex: node:65252, PageRank: 3.1355164971401395E-5
Vertex: node:10649, PageRank: 3.1353144131874014E-5
Vertex: node:45449, PageRank: 3.135129012053827E-5
Vertex: node:70866, PageRank: 3.134150862682564E-5
Vertex: node:85536, PageRank: 3.133955607560143E-5
Vertex: node:80396, PageRank: 3.133356356793575E-5
Vertex: node:39460, PageRank: 3.133233620344637E-5
Vertex: node:46006, PageRank: 3.1329480690609446E-5
Vertex: node:87336, PageRank: 3.13241345916978E-5
Vertex: node:97866, PageRank: 3.13241345916978E-5
Vertex: node:34462, PageRank: 3.1311430136189584E-5
Vertex: node:130284, PageRank: 3.1306772547891105E-5
Vertex: node:120609, PageRank: 3.128426892774314E-5
Vertex: node:113879, PageRank: 3.127896892343399E-5
Vertex: node:88038, PageRank: 3.126535100691308E-5
Vertex: node:91591, PageRank: 3.1258443143115706E-5
Vertex: node:30527, PageRank: 3.124680948297771E-5
Vertex: node:88351, PageRank: 3.124680948297771E-5
Vertex: node:104322, PageRank: 3.124670516254026E-5
Vertex: node:2910, PageRank: 3.124317677337265E-5
Vertex: node:106709, PageRank: 3.124204398682974E-5
Vertex: node:62698, PageRank: 3.123512325563085E-5
Vertex: node:71624, PageRank: 3.122886267815979E-5
Vertex: node:110755, PageRank: 3.1221404668445195E-5
Vertex: node:98238, PageRank: 3.122096518872884E-5
Vertex: node:104474, PageRank: 3.121795947396889E-5
Vertex: node:48648, PageRank: 3.121795947396889E-5
Vertex: node:89755, PageRank: 3.121795947396889E-5
Vertex: node:58136, PageRank: 3.1203004993542756E-5
Vertex: node:27243, PageRank: 3.119473463763622E-5
Vertex: node:20733, PageRank: 3.119368782848891E-5
Vertex: node:73544, PageRank: 3.119368782848891E-5
Vertex: node:69455, PageRank: 3.119361840798457E-5
Vertex: node:20704, PageRank: 3.119143499033634E-5
Vertex: node:126982, PageRank: 3.117298839725813E-5
Vertex: node:101806, PageRank: 3.117121134401424E-5
Vertex: node:59672, PageRank: 3.117080343741605E-5
Vertex: node:48640, PageRank: 3.1170504971692826E-5
Vertex: node:16901, PageRank: 3.115978412574797E-5
Vertex: node:68292, PageRank: 3.115978412574797E-5
Vertex: node:15213, PageRank: 3.115945831118525E-5
Vertex: node:34266, PageRank: 3.115945831118525E-5
Vertex: node:65277, PageRank: 3.115945831118525E-5
Vertex: node:60501, PageRank: 3.1148105231405276E-5
Vertex: node:96641, PageRank: 3.1147856599016144E-5
Vertex: node:64156, PageRank: 3.1144163988826416E-5
Vertex: node:59532, PageRank: 3.1142914339405277E-5
Vertex: node:86006, PageRank: 3.114115639077258E-5
Vertex: node:7462, PageRank: 3.112527574539669E-5
Vertex: node:573, PageRank: 3.112099466182092E-5
Vertex: node:123634, PageRank: 3.1118999732451936E-5
Vertex: node:32100, PageRank: 3.1118707416284435E-5
Vertex: node:83654, PageRank: 3.1118707416284435E-5
Vertex: node:85091, PageRank: 3.1118707416284435E-5
Vertex: node:94392, PageRank: 3.1118707416284435E-5
Vertex: node:69526, PageRank: 3.111439167320419E-5
Vertex: node:89882, PageRank: 3.111439167320419E-5
Vertex: node:126157, PageRank: 3.1110661511788935E-5
Vertex: node:78900, PageRank: 3.110653873859122E-5
Vertex: node:125318, PageRank: 3.109654967524437E-5
Vertex: node:35057, PageRank: 3.109654967524437E-5
Vertex: node:54630, PageRank: 3.109654967524437E-5
Vertex: node:99470, PageRank: 3.109654967524437E-5
Vertex: node:126468, PageRank: 3.1074211497818575E-5
Vertex: node:32410, PageRank: 3.1074211497818575E-5
Vertex: node:72235, PageRank: 3.1074211497818575E-5
Vertex: node:40767, PageRank: 3.1052547619847E-5
Vertex: node:86018, PageRank: 3.1049339082862646E-5
Vertex: node:95879, PageRank: 3.1049339082862646E-5
Vertex: node:109104, PageRank: 3.1046497883016025E-5
Vertex: node:90986, PageRank: 3.1046497883016025E-5
Vertex: node:102334, PageRank: 3.104577714580839E-5
Vertex: node:56187, PageRank: 3.104101327031267E-5
Vertex: node:107993, PageRank: 3.1040254738548866E-5
Vertex: node:83438, PageRank: 3.103881904696747E-5
Vertex: node:116969, PageRank: 3.102962868436931E-5
Vertex: node:25525, PageRank: 3.102709593775985E-5
Vertex: node:25538, PageRank: 3.102475122943265E-5
Vertex: node:11258, PageRank: 3.1019225313971686E-5
Vertex: node:20500, PageRank: 3.101219069591281E-5
Vertex: node:68078, PageRank: 3.101219069591281E-5
Vertex: node:123048, PageRank: 3.1006756972070815E-5
Vertex: node:125460, PageRank: 3.100006039789956E-5
Vertex: node:117184, PageRank: 3.09972969155699E-5
Vertex: node:80740, PageRank: 3.0992029486033336E-5
Vertex: node:69515, PageRank: 3.09872832693029E-5
Vertex: node:98954, PageRank: 3.0969464404508286E-5
Vertex: node:30951, PageRank: 3.0960196109957336E-5
Vertex: node:101683, PageRank: 3.095818569918799E-5
Vertex: node:31466, PageRank: 3.095818569918799E-5
Vertex: node:39791, PageRank: 3.095818569918799E-5
Vertex: node:15614, PageRank: 3.095086168327407E-5
Vertex: node:3889, PageRank: 3.095086168327407E-5
Vertex: node:40498, PageRank: 3.095086168327407E-5
Vertex: node:84180, PageRank: 3.095086168327407E-5
Vertex: node:42348, PageRank: 3.0946930510577016E-5
Vertex: node:63625, PageRank: 3.0939676525051586E-5
Vertex: node:88052, PageRank: 3.0927262415497315E-5
Vertex: node:14101, PageRank: 3.092141747786945E-5
Vertex: node:84167, PageRank: 3.091985815648401E-5
Vertex: node:73747, PageRank: 3.0916296299748626E-5
Vertex: node:38452, PageRank: 3.09113395825271E-5
Vertex: node:35961, PageRank: 3.090645250894377E-5
Vertex: node:94647, PageRank: 3.090253735734355E-5
Vertex: node:3247, PageRank: 3.0899608349570125E-5
Vertex: node:92454, PageRank: 3.0899321328185E-5
Vertex: node:124751, PageRank: 3.089845313272406E-5
Vertex: node:102891, PageRank: 3.088728000466745E-5
Vertex: node:100271, PageRank: 3.088681912995583E-5
Vertex: node:66605, PageRank: 3.088202010617798E-5
Vertex: node:53358, PageRank: 3.0881741559322227E-5
Vertex: node:132712, PageRank: 3.087902723190161E-5
Vertex: node:21867, PageRank: 3.087863267232934E-5
Vertex: node:63646, PageRank: 3.08746975407714E-5
Vertex: node:15669, PageRank: 3.0863563015439106E-5
Vertex: node:50292, PageRank: 3.0863563015439106E-5
Vertex: node:127659, PageRank: 3.086044403214747E-5
Vertex: node:94360, PageRank: 3.086044403214747E-5
Vertex: node:48076, PageRank: 3.0858890000796715E-5
Vertex: node:36570, PageRank: 3.0855426749168774E-5
Vertex: node:9281, PageRank: 3.085241363579156E-5
Vertex: node:13950, PageRank: 3.0848954473762864E-5
Vertex: node:124596, PageRank: 3.084082025598557E-5
Vertex: node:26843, PageRank: 3.0836088468923824E-5
Vertex: node:97218, PageRank: 3.083351420788621E-5
Vertex: node:4244, PageRank: 3.083240169789056E-5
Vertex: node:29355, PageRank: 3.0828531180765806E-5
Vertex: node:25511, PageRank: 3.0823812955320005E-5
Vertex: node:2518, PageRank: 3.0823746040952607E-5
Vertex: node:64127, PageRank: 3.081190311620793E-5
Vertex: node:119617, PageRank: 3.081112443027087E-5
Vertex: node:73082, PageRank: 3.081112443027087E-5
Vertex: node:91457, PageRank: 3.081112443027087E-5
Vertex: node:106652, PageRank: 3.080053067066712E-5
Vertex: node:19446, PageRank: 3.080053067066712E-5
Vertex: node:33760, PageRank: 3.080053067066712E-5
Vertex: node:44688, PageRank: 3.080053067066712E-5
Vertex: node:84729, PageRank: 3.080053067066712E-5
Vertex: node:109095, PageRank: 3.079807826391545E-5
Vertex: node:11082, PageRank: 3.079116988366664E-5
Vertex: node:22672, PageRank: 3.079116988366664E-5
Vertex: node:89929, PageRank: 3.0791169883666634E-5
Vertex: node:32663, PageRank: 3.07890767382659E-5
Vertex: node:63836, PageRank: 3.07884181643282E-5
Vertex: node:33604, PageRank: 3.078677047346307E-5
Vertex: node:9648, PageRank: 3.0782191535886785E-5
Vertex: node:13821, PageRank: 3.0781694516719094E-5
Vertex: node:96778, PageRank: 3.078129719596339E-5
Vertex: node:1991, PageRank: 3.07805203293859E-5
Vertex: node:31259, PageRank: 3.078010864202563E-5
Vertex: node:94969, PageRank: 3.077203926784457E-5
Vertex: node:13630, PageRank: 3.075206579423198E-5
Vertex: node:60605, PageRank: 3.074924777279193E-5
Vertex: node:6293, PageRank: 3.074228564580171E-5
Vertex: node:60220, PageRank: 3.0741618228979846E-5
Vertex: node:122883, PageRank: 3.0739221419037976E-5
Vertex: node:45386, PageRank: 3.0736152017383624E-5
Vertex: node:100100, PageRank: 3.073544945454796E-5
Vertex: node:101798, PageRank: 3.073544945454796E-5
Vertex: node:15569, PageRank: 3.073544945454796E-5
Vertex: node:51359, PageRank: 3.073544945454796E-5
Vertex: node:83723, PageRank: 3.073544945454796E-5
Vertex: node:94916, PageRank: 3.073544945454796E-5
Vertex: node:97675, PageRank: 3.0733395701707185E-5
Vertex: node:104409, PageRank: 3.072769270588346E-5
Vertex: node:38980, PageRank: 3.072769270588346E-5
Vertex: node:33109, PageRank: 3.0726984319441375E-5
Vertex: node:56879, PageRank: 3.0726984319441375E-5
Vertex: node:92538, PageRank: 3.0726984319441375E-5
Vertex: node:97542, PageRank: 3.0726984319441375E-5
Vertex: node:84645, PageRank: 3.072353551168103E-5
Vertex: node:92014, PageRank: 3.072353551168103E-5
Vertex: node:53913, PageRank: 3.0713852112360146E-5
Vertex: node:54440, PageRank: 3.0713852112360146E-5
Vertex: node:82157, PageRank: 3.0713852112360146E-5
Vertex: node:84026, PageRank: 3.0713852112360146E-5
Vertex: node:88136, PageRank: 3.0713852112360146E-5
Vertex: node:110431, PageRank: 3.070517005824078E-5
Vertex: node:32778, PageRank: 3.07051146350786E-5
Vertex: node:47714, PageRank: 3.07051146350786E-5
Vertex: node:76832, PageRank: 3.07051146350786E-5
Vertex: node:79413, PageRank: 3.07051146350786E-5
Vertex: node:60279, PageRank: 3.070335963170668E-5
Vertex: node:51257, PageRank: 3.0701963433118924E-5
Vertex: node:105840, PageRank: 3.069844879042176E-5
Vertex: node:27811, PageRank: 3.069844879042176E-5
Vertex: node:35952, PageRank: 3.069844879042176E-5
Vertex: node:106000, PageRank: 3.068914814579021E-5
Vertex: node:106245, PageRank: 3.068914814579021E-5
Vertex: node:29984, PageRank: 3.068914814579021E-5
Vertex: node:86789, PageRank: 3.068914814579021E-5
Vertex: node:70776, PageRank: 3.068877700760619E-5
Vertex: node:22042, PageRank: 3.068877700760618E-5
Vertex: node:123791, PageRank: 3.068426376374751E-5
Vertex: node:36568, PageRank: 3.068426376374751E-5
Vertex: node:4312, PageRank: 3.068426376374751E-5
Vertex: node:4892, PageRank: 3.068426376374751E-5
Vertex: node:21140, PageRank: 3.067925480099264E-5
Vertex: node:123911, PageRank: 3.067892668342642E-5
Vertex: node:54031, PageRank: 3.067892668342642E-5
Vertex: node:119411, PageRank: 3.066135142960471E-5
Vertex: node:87633, PageRank: 3.066135142960471E-5
Vertex: node:88312, PageRank: 3.066135142960471E-5
Vertex: node:19505, PageRank: 3.0650129532762324E-5
Vertex: node:88086, PageRank: 3.064864940078583E-5
Vertex: node:128380, PageRank: 3.0642379831889264E-5
Vertex: node:119186, PageRank: 3.063948083822555E-5
Vertex: node:97734, PageRank: 3.062564959196791E-5
Vertex: node:29621, PageRank: 3.0621937252549826E-5
Vertex: node:29949, PageRank: 3.0621937252549826E-5
Vertex: node:84325, PageRank: 3.0621937252549826E-5
Vertex: node:80531, PageRank: 3.061956438138804E-5
Vertex: node:28287, PageRank: 3.061184712963695E-5
Vertex: node:42922, PageRank: 3.0604801383664486E-5
Vertex: node:4012, PageRank: 3.0602819497617684E-5
Vertex: node:16463, PageRank: 3.059916945751941E-5
Vertex: node:20040, PageRank: 3.059014110317805E-5
Vertex: node:61856, PageRank: 3.057045132038081E-5
Vertex: node:86690, PageRank: 3.057045132038081E-5
Vertex: node:126924, PageRank: 3.056524207655734E-5
Vertex: node:79171, PageRank: 3.056453377859606E-5
Vertex: node:79201, PageRank: 3.056453377859606E-5
Vertex: node:119616, PageRank: 3.056431861302116E-5
Vertex: node:126015, PageRank: 3.056335333003387E-5
Vertex: node:37052, PageRank: 3.056335333003387E-5
Vertex: node:9561, PageRank: 3.056335333003387E-5
Vertex: node:39542, PageRank: 3.056055743037597E-5
Vertex: node:123457, PageRank: 3.0559410151025356E-5
Vertex: node:21195, PageRank: 3.05577979036122E-5
Vertex: node:56002, PageRank: 3.054727145829713E-5
Vertex: node:1267, PageRank: 3.0541980396913485E-5
Vertex: node:38983, PageRank: 3.053409888472691E-5
Vertex: node:106353, PageRank: 3.053070427159595E-5
Vertex: node:85570, PageRank: 3.0530470404955407E-5
Vertex: node:86117, PageRank: 3.0530470404955407E-5
Vertex: node:33658, PageRank: 3.0516826256037193E-5
Vertex: node:80480, PageRank: 3.0516826256037193E-5
Vertex: node:86316, PageRank: 3.05160106111284E-5
Vertex: node:3542, PageRank: 3.0506059681219123E-5
Vertex: node:131536, PageRank: 3.0503600363617994E-5
Vertex: node:91755, PageRank: 3.050094970777751E-5
Vertex: node:116782, PageRank: 3.049304126880211E-5
Vertex: node:126712, PageRank: 3.048643606855657E-5
Vertex: node:115796, PageRank: 3.0486060307052618E-5
Vertex: node:71856, PageRank: 3.0483096198938802E-5
